name	value
TSPAN6	0.4016311241157374
TNMD	0
DPM1	0.3732804954402154
SCYL3	0.22083940686051226
C1orf112	0.12587824577238527
FGR	0.07305851149203173
CFH	0.5912126373314652
FUCA2	0.30931423827469606
GCLC	0.41004035158033925
NFYA	0.1812945884579705
STPG1	0.09339095883610773
NIPAL3	0.1479222569869251
LAS1L	0.23085577499173923
ENPP4	0.20708199060646962
SEMA3F	0.041226305010974906
CFTR	0.02951361689894207
ANKIB1	0.23927324329192504
CYP51A1	0.31883924702332006
KRIT1	0.20872156853505155
RAD52	0.10988593498422011
BAD	0.35037915434361894
LAP3	0.4083050032513634
CD99	0.42109599643094253
HS3ST1	0.03556531732531673
AOC1	0
WNT16	0
HECW1	0
MAD1L1	0.11476023699077953
LASP1	0.4055928300002309
SNX11	0.17315625120973485
TMEM176A	0.6092686813229625
M6PR	0.29102176346172787
KLHL13	0.06507893422425881
CYP26B1	0.06079931154812647
ICA1	0.06507893422425881
DBNDD1	0.09031292844706854
ALS2	0.26952088008317804
CASP10	0.1743661306020597
CFLAR	0.38958330165086413
TFPI	0.5126673506648536
NDUFAF7	0.15266475601562698
RBM5	0.30562598289817916
MTMR7	0
SLC7A2	0.4672913498970663
ARF5	0.32805778364023963
SARM1	0.08381255765491706
POLDIP2	0.4354378404735222
PLXND1	0.16282492810722785
AK2	0.4417016293968613
CD38	0.12587824577238527
FKBP4	0.3489131336119826
KDM1A	0.22154394771868255
RBM6	0.28476551992223714
CAMKK1	0.03556531732531673
RECQL	0.24428688586036829
VPS50	0.14290861441848182
HSPB6	0.015992310788165164
ARHGAP33	0.06507893422425881
NDUFAB1	0.5157856537771742
PDK4	0.42000725843263637
SLC22A16	0
ZMYND10	0.015992310788165164
ABCB5	0
ARX	0
SLC25A13	0.4427222405072061
ST7	0.2783963213771421
CDC27	0.28974123173754446
SLC4A1	0.07305851149203173
CALCR	0
HCCS	0.2636430446597349
DVL2	0.1393995518831622
PRSS22	0
UPF1	0.2787625635178226
SKAP2	0.2028437331116085
SLC25A5	0.5227103887887846
MCUB	0.03556531732531673
HOXA11	0
POLR2J	0.4870430971850653
DHX33	0.2851061606037896
MEOX1	0
THSD7A	0.046543985545038614
LIG3	0.19075805422381692
RPAP3	0.2627702527296574
ACSM3	0.32658708078704457
REXO5	0.08712294543879863
CIAPIN1	0.27073075947550285
SPPL2B	0.19839024543254458
FAM214B	0.1812945884579705
COPZ2	0.3202169957451885
PRKAR2B	0.046543985545038614
MSL3	0.25352856929501283
CREBBP	0.279852203185685
TSPOAP1	0.02951361689894207
MPO	0
PON1	0.5328376446447078
GCFC2	0.2833895722530002
WDR54	0.10472474845288068
CROT	0.3103401548265994
ABCB4	0.4671634545666165
KMT2E	0.3023362899038851
RHBDD2	0.31553776023546415
SOX8	0
IBTK	0.3717746238586705
ZNF195	0.16942314036547493
MYCBP2	0.3323274843814866
FBXL3	0.2913389965932641
ITGAL	0.14461186920304353
PDK2	0.3581055251851109
ITGA3	0.008360119579437508
ZFX	0.2787625635178226
LAMP2	0.45694937597003515
ITGA2B	0
ASB4	0.09339095883610773
GDE1	0.279852203185685
REX1BD	0.4779486719045115
CRLF1	0.008360119579437508
OSBPL7	0.046543985545038614
TMEM98	0.22829457507220313
YBX2	0.07305851149203173
KRT33A	0
MAP3K14	0.161443563097702
ABCC8	0.008360119579437508
CACNG3	0
TMEM132A	0
AP2B1	0.37573421810291674
TAC1	0
ZNF263	0.1541902703842342
CX3CL1	0.2103310607609685
SPATA20	0.26450723751473476
CACNA1G	0
TNFRSF12A	0.2715281728333602
DLX6	0
MAP3K9	0.12794222018221993
RALA	0.30481505386875335
BAIAP2L1	0.24695319647583766
KDM7A	0.24851492672656958
ETV1	0.22154394771868255
AGK	0.1375909338844181
ALDH3B1	0.0963646288734432
TTC22	0.07679162233629164
PHTF2	0.14461186920304353
CCL26	0
FARP2	0.21346406756375347
USH1C	0
GGCT	0.36029668488281613
DBF4	0.2028437331116085
TBXA2R	0.06507893422425881
IFRD1	0.24209390000609696
LGALS14	0
COX10	0.19654354848149422
GTF2IRD1	0.1393995518831622
PAF1	0.2805711815165667
VPS41	0.279852203185685
ARHGAP44	0.09924078376425932
ELAC2	0.2925965789268611
SCIN	0.008360119579437508
ARSD	0.4009984536172723
PNPLA4	0.3701135498228225
MYH13	0
ADIPOR2	0.40108911498478533
CDKL3	0.09339095883610773
UPP2	0.19839024543254458
PRSS21	0
MARK4	0.20708199060646962
PROM1	0.008360119579437508
CCDC124	0.3701135498228225
CEACAM21	0.008360119579437508
PAFAH1B1	0.30562598289817916
NOS2	0
DNAH9	0
KIAA0100	0.28304218619395494
SLC13A2	0.015992310788165164
GAS7	0.046543985545038614
TRAPPC6A	0.42087932724232063
MATK	0.09031292844706854
CEACAM7	0
CD79B	0.08712294543879863
SCN4A	0
ST7L	0.18771561517844312
TKTL1	0
PAX6	0
RPUSD1	0.15716394042156967
RHBDF1	0.0963646288734432
LUC7L	0.20370792596660828
CACNA2D2	0
BAIAP3	0.12794222018221993
TSR3	0.3472549582349562
PIGQ	0.2236242396553543
CRAMP1	0.11235693966160837
TEAD3	0.20790561041608163
SELE	0.18348757431224183
DNAJC11	0.19839024543254458
FMO3	0.5282608989857908
MYLIP	0.06079931154812647
NOX1	0
E2F2	0.02951361689894207
PSMB1	0.5306929200655247
SYN1	0.06915943112756398
JARID2	0.2437437580243783
CDKL5	0.13192994619875995
CAMK1G	0
CDK11A	0.2386980617865632
NADK	0.3921288913638729
TFAP2B	0
TFAP2D	0
DLEC1	0.015992310788165164
CYTH3	0.05630012714218376
ADAM22	0.008360119579437508
SYPL1	0.39508917901270735
CYB561	0.20953000619572734
SPAG9	0.33696547384789066
CELSR3	0.015992310788165164
AASS	0.4747600861748815
PLEKHG6	0.0963646288734432
SS18L2	0.37414712783479237
MPND	0.2746472522202283
MGST1	0.7418118245842344
CRY1	0.24695319647583766
PGLYRP1	0
NFIX	0.29833557005497413
ST3GAL1	0.43389298079362315
MMP25	0.015992310788165164
IL32	0.4313631770331434
PKD1	0.25352856929501283
MAPK8IP2	0.008360119579437508
MED24	0.23022245191360138
RHOBTB2	0.0963646288734432
HEATR5B	0.1778987502384367
SEC62	0.6149639589021058
RPS20	0.695363171983571
CSDE1	0.4541738197724478
UBE3C	0.32552127344245335
REV3L	0.22565633513870326
TENM1	0.24209390000609696
PAX7	0
MASP2	0.567163370673777
IYD	0.2844235512034808
FAM76A	0.25918955698067103
TRAF3IP3	0.14117162963340452
POMT2	0.1338578230401582
VTA1	0.2816387184086387
MLXIPL	0.46565739829711866
BAZ1B	0.35840086171078966
RANBP9	0.2458963780862852
ETV7	0.015992310788165164
SPRTN	0.19654354848149422
EEF1AKNMT	0.2045636875373934
DYRK4	0.22698537367453034
ZNF207	0.3507016358291319
UQCRC1	0.44950000574659776
STARD3NL	0.22498418728832154
CD9	0.32268800042257684
HHATL	0
NCAPD2	0.11937787498023379
IFFO1	0.16814260864129155
GIPR	0
PHF7	0.12995874267569044
SEMA3G	0
NISCH	0.22293627640115057
STAB1	0.23148455808047302
FUZ	0.1927292577468864
SLC6A13	0.2623305782989954
IDS	0.1479222569869251
PRSS3	0.17673694695872125
ZNF200	0.15861380591506105
CD4	0.2864556466868297
LRRC23	0.07679162233629164
BTK	0.02951361689894207
HFE	0.21269124436832795
SCMH1	0.16942314036547493
FYN	0.3716479597713025
HIVEP2	0.1338578230401582
FMO1	0.015992310788165164
ELOA	0.34418888380112667
LYPLA2	0.29715817163515895
CLCN6	0.1812945884579705
MRC2	0
NME1-NME2	0
SLC6A7	0
TSPAN9	0.30317035195937375
BTBD7	0.25918955698067103
APBA3	0.20872156853505155
MKS1	0.16684310538783342
ABHD5	0.29006312151258035
ANOS1	0
AKAP8L	0.23576418075660535
MBTD1	0.21112486586422272
UTP18	0.2600985274492115
RNF216	0.22958452280898314
TTC19	0.31408388940553705
PTBP1	0.37847366940226
DPF1	0
SYT7	0.36172762795896307
LARS2	0.18975558770955092
PIK3C2A	0.28811382206385616
PLAUR	0.05630012714218376
ANLN	0.02951361689894207
WIZ	0.24097649807648672
RABGAP1	0.2369495348124752
DCN	0.10202561655910139
QPCTL	0.07679162233629164
PPP5C	0.26829407875287076
CEP68	0.1927292577468864
MAP4K3	0.25593186662418405
ZBTB32	0
TYROBP	0.2833895722530002
TMEM159	0.02951361689894207
GABRA3	0
BRCA1	0.2636430446597349
ERCC1	0.30905587324177114
CD22	0.015992310788165164
SEMA3B	0.05155762811348189
MBTPS2	0.25303990582914276
PRICKLE3	0.11476023699077953
LTF	0
EXTL3	0.20541118075116999
NR1H4	0.41341132848402995
ELOVL5	0.394602683781898
ALOX5	0.09924078376425932
KDM5D	0.10472474845288068
CALCOCO1	0.2437437580243783
UBR7	0.2062505638576633
MAP4K5	0.19174919319041298
EHD3	0.15861380591506105
PSMC4	0.3646587076263139
MAN2B2	0.3169679255906897
SLC7A14	0.02951361689894207
CLDN11	0.041226305010974906
SLC25A39	0.3787078881402522
MVP	0.2794904918885324
NUB1	0.3319296838572214
PGM3	0.3023362899038851
RWDD2A	0.1812945884579705
CLK1	0.3095718445252278
POLR3B	0.21869118034040597
ANGEL1	0.2045636875373934
RNF14	0.30064398920803703
DNASE1L1	0.18562706733652173
DDX11	0.16418487574019508
HEBP1	0.4306544963380241
GPRC5A	0.015992310788165164
MAMLD1	0.1393995518831622
CD6	0.07305851149203173
TACC3	0.161443563097702
UFL1	0.354942929964012
POLA2	0.10734329709316509
ZC3H3	0.2028437331116085
CAPN1	0.3095718445252278
ACP3	0
MDH1	0.4637266279603545
SLC30A9	0.2742633791118799
MTMR11	0.08381255765491706
COX15	0.2950589122716082
CCDC88C	0.05155762811348189
YAF2	0.4148172958736739
ZMYND11	0.3064294834657143
WAS	0.13192994619875995
DPEP1	0
BID	0.34874871957085496
MATR3	0.015992310788165164
NPC1L1	0.31160590356174295
XYLT2	0.17192944987942752
RGPD5	0.03556531732531673
STMN4	0
NUDCD3	0.3023362899038851
ISL1	0
CHDH	0.3301169125941824
IL20RA	0
CLCA1	0
CLCA4	0
GLT8D1	0.32422497105258086
ATP2C1	0.2864556466868297
IGF1	0.4814251797671047
SLC38A5	0.023013246106790595
RALBP1	0.400907698445948
RUFY3	0.2890938866203296
CNTN1	0
SLC11A1	0.1778987502384367
WWTR1	0.27691586656677225
AGPS	0.3080147350212379
CXorf56	0.18975558770955092
ATP1A2	0
TTC27	0.12587824577238527
ZNF582	0.151112239995195
VSIG2	0.015992310788165164
PHLDB1	0.03556531732531673
MARCO	0.1338578230401582
CYP24A1	0
PRDM11	0.046543985545038614
SYT13	0
SNAI2	0.19174919319041298
CD74	0.34137049306469314
HGF	0
ZRANB1	0.32970893574120225
NCDN	0.1393995518831622
ADGRA2	0.05155762811348189
ZFP64	0.16552406000100717
MNAT1	0.3009283164108366
SAMD4A	0.36257512117273966
RUNX3	0.06915943112756398
MRE11	0.16552406000100717
PLEKHB1	0.008360119579437508
SERPINB1	0.2719241774123492
CYP3A43	0.1375909338844181
SLC7A9	0.22958452280898314
SPAST	0.2028437331116085
NRXN3	0.008360119579437508
OSBPL5	0.046543985545038614
AQR	0.2458963780862852
CPS1	0.6566331770566539
C8B	0.48466436005611224
FHL1	0.18017718652836023
RTF2	0.36615581692172605
GABRA1	0
NLRP2	0
SLC45A4	0
RNF10	0.3485839967707833
ZNF839	0.15568970630304033
ZDHHC6	0.27578889348048713
GRAMD1B	0
RNH1	0.37609642728351655
NDUFS1	0.39557299085849484
RB1CC1	0.3344837125495729
ERP44	0.3684204115096704
ALAS1	0.4916799188774324
BIRC3	0.11937787498023379
AKAP11	0.2632077342612766
GLRX2	0.3311286292919803
SNAPC1	0.16684310538783342
DERA	0.35054054328567097
STRAP	0.3892728062283806
ABCC2	0.4718565405646485
DEF6	0.08712294543879863
PLEKHO1	0.06079931154812647
GCLM	0.4078028175365568
UBR2	0.3020564974329655
EHD2	0.11476023699077953
DEPDC1	0.09339095883610773
CCDC28A	0.3543273845238069
RRAGD	0.22498418728832154
HSF2	0.15568970630304033
PHF20	0.2544978041872636
HSD17B6	0.6560209922509825
NR1H3	0.35898856819926706
TYMP	0.38749226424332905
NCAPH2	0.20019886343128865
TOMM34	0.19929921590108504
SEC63	0.41061125462484327
KPNA6	0.35555418585411425
VIM	0.2369495348124752
FAS	0.2623305782989954
RNASET2	0.2657877692389181
CD44	0.18348757431224183
KCNG1	0
AGPAT4	0.015992310788165164
SLAMF7	0.03556531732531673
BTN3A1	0.14628267905834316
MIPEP	0.1541902703842342
PRKCH	0.06915943112756398
INSRR	0
IFNGR1	0.34314257081493543
B4GALT7	0.24902938488907017
SH2D2A	0.046543985545038614
VRK2	0.20197094118153097
TNFRSF1B	0.23811908367612966
VEZT	0.30905587324177114
POU2F2	0.07305851149203173
BRD9	0.27578889348048713
SNX1	0.30931423827469606
TBPL1	0.22698537367453034
ARNTL2	0.1237645322825334
BCLAF1	0.3406515147338115
SLC39A9	0.35478944809587565
ANK1	0.008360119579437508
IBSP	0
TFB1M	0.2968613359364448
RABEP1	0.32067147792910633
HMGB3	0.4055928300002309
NUP160	0.20790561041608163
BAK1	0.14290861441848182
MUSK	0
IKZF2	0.09339095883610773
GRN	0.38158404303106835
FAM13B	0.14628267905834316
ARHGAP31	0.03556531732531673
CENPQ	0.151112239995195
SARS1	0.43803296556984933
RANBP3	0.2236242396553543
ARID4A	0.32112361741095313
EIPR1	0.21869118034040597
PNPLA6	0.2363588600870325
IFT88	0.2636430446597349
ALG1	0.24902938488907017
ZCCHC8	0.2437437580243783
ABCF2	0.23210886580681095
CHPF2	0.19174919319041298
LRRC7	0.149531749212842
FUT8	0.09031292844706854
UBA6	0.27765921733141363
GAB2	0.015992310788165164
ATP6V0A1	0.29715817163515895
PIAS1	0.3061624669269128
SLC4A7	0.14290861441848182
APBA2	0.06079931154812647
MAP2K3	0.3670953883489461
EFCAB1	0.008360119579437508
TMSB10	0.5328578205770015
ASTE1	0.16942314036547493
RNF19A	0.3215734382186013
PEX3	0.2750294526735627
GABARAPL2	0.44118683575270773
MYOC	0
SH3YL1	0.1956054126377025
FAM136A	0.36257512117273966
VCL	0.29414361841588554
DEPDC1B	0
DAPK2	0.08037231808527803
NSMAF	0.13192994619875995
ADSS2	0.31432788084313934
STAP1	0
TIMP2	0.17673694695872125
RFC1	0.39870091877732833
TBC1D23	0.2600985274492115
CUL3	0.3190703798718412
MYOM2	0.19369849263913716
OTC	0.4293511311202171
